"BUSI_DT","Prefixed_Name","Full_Name","First_Name","Surname","Bank_Name","Position"
"2025-10-10","Mr","นายจักรพงศ์ โอแสงธรรมนนท์","จักรพงศ์","โอแสงธรรมนนท์","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายชลัฐ ศิริพงศ์วุฒิกร","ชลัฐ","ศิริพงศ์วุฒิกร","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายชัช เหลืองอาภา","ชัช","เหลืองอาภา","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายชัยยศ ตันพิสุทธิ","ชัยยศ","ตันพิสุทธิ","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายชัยยศ ตันพิสุทธิ์","ชัยยศ","ตันพิสุทธิ์","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายชิดโชติ ลอยประเสริฐ","ชิดโชติ","ลอยประเสริฐ","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายณพวิทย์ โทเทอดวิไล","ณพวิทย์","โทเทอดวิไล","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายณัฐพล ลือพร้อมชัย","ณัฐพล","ลือพร้อมชัย","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายดิถีชัย ลิมโปดม","ดิถีชัย","ลิมโปดม","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายดิถีชัย ลิมโพดม","ดิถีชัย","ลิมโพดม","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายทวี ธีระสุนทรวงศ์","ทวี","ธีระสุนทรวงศ์","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายทิพากร สายพัฒนา","ทิพากร","สายพัฒนา","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายธิติ ตันติกุลานนท์","ธิติ","ตันติกุลานนท์","ธนาคารกสิกรไทย","ผู้บริหารสายงาน"
"2025-10-10","Mr","นายธิติ ตันติกุลานันท์","ธิติ","ตันติกุลานันท์","ธนาคารกสิกรไทย","ผู้บริหารสายงาน"
"2025-10-10","Mr","นายธีระเดช ตันไพบูลย์","ธีระเดช","ตันไพบูลย์","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายบวร ศรีสง่าตระกูล","บวร","ศรีสง่าตระกูล","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายบุญเติบ จีรภัทร์","บุญเติบ","จีรภัทร์","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายปรัชญา เกิดแก้วฟ้า","ปรัชญา","เกิดแก้วฟ้า","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายปวเรศร์ เชษฐพงศ์พันธุ์","ปวเรศร์","เชษฐพงศ์พันธุ์","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายปัญญา คงคาไพศาล","ปัญญา","คงคาไพศาล","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายปิยะพงศ์ แสงภัทราชัย","ปิยะพงศ์","แสงภัทราชัย","ธนาคารกสิกรไทย","ผู้บริหารกลุ่มธุรกิจผลิตภัณฑ์ตลาดทุน"
"2025-10-10","Mr","นายพงศกร ล่ำซำ","พงศกร","ล่ำซำ","ธนาคารกสิกรไทย","ผู้จัดการใหญ่"
"2025-10-10","Mr","นายพจนารถ แสงพฤกษ์","พจนารถ","แสงพฤกษ์","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายพิภวัตว์ ภัทรนาวิก","พิภวัตว์","ภัทรนาวิก","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายพีระพัฒน์ เหรียญประยูร","พีระพัฒน์","เหรียญประยูร","ธนาคารกสิกรไทย","ผู้จัดการใหญ่ Family Wealth Solution"
"2025-10-10","Mr","นายภัทรพงศ์ กัณหสุวรรณ","ภัทรพงศ์","กัณหสุวรรณ","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายภานพ อังศุสิงห์","ภานพ","อังศุสิงห์","ธนาคารกสิกรไทย","ผู้บริหารสายงาน"
"2025-10-10","Mr","นายภาสกร อรพนิชอารี","ภาสกร","อรพนิชอารี","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายรวินท์ เบญจตันติกุล","รวินท์","เบญจตันติกุล","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายรักษภาส วิชินโรจน์จรัล","รักษภาส","วิชินโรจน์จรัล","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายรุ่งสกุล เรืองไทย","รุ่งสกุล","เรืองไทย","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายรุ่งเรือง สุขเกิดกิจพิบูลย์","รุ่งเรือง","สุขเกิดกิจพิบูลย์","ธนาคารกสิกรไทย","ผู้จัดการใหญ่"
"2025-10-10","Mr","นายวรวิทย์ เกียรติทวีอนันต์","วรวิทย์","เกียรติทวีอนันต์","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายวรวุฒิ เวสารัชกิจ","วรวุฒิ","เวสารัชกิจ","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายวศิน วณิชย์วรนันต์","วศิน","วณิชย์วรนันต์","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายวัลลภ ว่องจิตต์วุฒิไกร","วัลลภ","ว่องจิตต์วุฒิไกร","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายวีระพล บดีรัฐ","วีระพล","บดีรัฐ","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายศาสตรา มังกรอัศวกุล","ศาสตรา","มังกรอัศวกุล","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายศิริวัฒน์ วิศลดิลกพันธ์","ศิริวัฒน์","วิศลดิลกพันธ์","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายสมพร วงศ์ประคอง","สมพร","วงศ์ประคอง","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายสรศักดิ์ พึ่งรัตน์","สรศักดิ์","พึ่งรัตน์","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายสรุจ วนรัตน์ศิริกุล","สรุจ","วนรัตน์ศิริกุล","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายสิทธิโชค เตชพาหพงษ์","สิทธิโชค","เตชพาหพงษ์","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายสิริพล จิตรจง","สิริพล","จิตรจง","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายสิริพัฒน์ อรรฆย์ศุภกุล","สิริพัฒน์","อรรฆย์ศุภกุล","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายสุขสันต์ วัฒนายากร","สุขสันต์","วัฒนายากร","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายสุปรีชา ลิมปิกาญจนโกวิท","สุปรีชา","ลิมปิกาญจนโกวิท","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายสุรพงษ์ ศิวาลัย","สุรพงษ์","ศิวาลัย","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายสุรพงษ์ สศิวาลัย","สุรพงษ์","สศิวาลัย","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายสุรเดช เกียรติธนากร","สุรเดช","เกียรติธนากร","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายสุวัฒน์ เตชะวัฒนวรรณา","สุวัฒน์","เตชะวัฒนวรรณา","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายอดิศร เสริมชัยวงศ์","อดิศร","เสริมชัยวงศ์","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่อาวุโส"
"2025-10-10","Mr","นายอรรถสิทธิ์ เอื้ออารักษ์","อรรถสิทธิ์","เอื้ออารักษ์","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายอัครนันท์ ฐิตสิริวิทย์","อัครนันท์","ฐิตสิริวิทย์","ธนาคารกสิกรไทย","รองผู้จัดการใหญ่"
"2025-10-10","Mr","นายอุดร อุปเส็น","อุดร","อุปเส็น","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายเมธี พรรณเชษฐ์","เมธี","พรรณเชษฐ์","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
"2025-10-10","Mr","นายไพศาล วรเศรษฐ์ศิริ","ไพศาล","วรเศรษฐ์ศิริ","ธนาคารกสิกรไทย","ผู้ช่วยผู้จัดการใหญ่"
